E_S;CODI_SAD;NOM;RIU;X_COOR;Y_COOR;MA;NOM_MA;ANY;ESTAT_SEQUERA;RECURS_REGULAT;UNITATS;ANUAL;T1;T2;T3;T4;S1;S2;GEN;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;UNITATS_DIARITZAT;DIARITZAT_GEN;DIARITZAT_FEB;DIARITZAT_MAR;DIARITZAT_ABR;DIARITZAT_MAY;DIARITZAT_JUN;DIARITZAT_JUL;DIARITZAT_AGO;DIARITZAT_SEP;DIARITZAT_OCT;DIARITZAT_NOV;DIARITZAT_DIC;SI_CABAL_DIARI;NITROGEN_TOTAL_SORTIDA;CODI_EDAR;PRE_POST_PASTERAL
S;CR_CERVIA;CR CERVIA REG TOTAL;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2022;prealerta;TOTAL;HM3;5,49;0,02;2,05;3,36;0,06;5,41;0,08;0;0;0,02;0,02;0,39;1,64;1,8;1,36;0,2;0,02;0,04;0;M3/S;0;0;0,007467145;0,007716049;0,145609319;0,061230585;0,672043011;0,50776583;0,077160494;0,007467145;0,015432099;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG TOTAL;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2022;prealerta;TOTAL;HM3;11,38;1,04;3,38;5,6;1,36;8,98;2,4;0,4;0,26;0,38;0,34;0,92;2,12;2,35;2,06;1,19;0,53;0,59;0,24;M3/S;0,149342891;0,107473545;0,141875747;0,13117284;0,34348865;0,079151732;0,877389486;0,76911589;0,459104938;0,197879331;0,227623457;0,089605735;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG TOTAL;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2022;prealerta;TOTAL;HM3;27,19;2,28;9,31;13,02;2,58;22,33;4,86;0,75;0,94;0,59;0,89;2,03;6,39;6,73;4,85;1,44;0,68;0,88;1,02;M3/S;0,280017921;0,388558201;0,220280765;0,343364198;0,757915173;0,238575269;2,512694146;1,810782557;0,555555556;0,253882915;0,339506173;0,380824373;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG TOTAL;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2022;prealerta;TOTAL;HM3;20,87;0,48;7,16;12,48;0,75;19,64;1,23;0,14;0,16;0,18;0,4;1,75;5,01;5,62;5,32;1,54;0,36;0,27;0,12;M3/S;0,052270012;0,066137566;0,067204301;0,154320988;0,653375149;0,187051971;2,098267622;1,986260454;0,594135802;0,134408602;0,104166667;0,044802867;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG TOTAL;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;TOTAL;HM3;4,14;0,77;1,19;1,33;0,85;2,52;1,62;0,28;0,23;0,26;0,36;0,37;0,46;0,55;0,51;0,27;0,37;0,24;0,24;M3/S;0,104540024;0,095072751;0,097072879;0,138888889;0,138142174;0,017174432;0,205346476;0,190412186;0,104166667;0,138142174;0,092592593;0,089605735;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG TOTAL;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;TOTAL;HM3;6,19;1,57;1,64;1,61;1,37;3,25;2,94;0,51;0,5;0,56;0,54;0,56;0,54;0,52;0,57;0,52;0,59;0,42;0,36;M3/S;0,190412186;0,206679894;0,209080048;0,208333333;0,209080048;0,02016129;0,194145759;0,21281362;0,200617284;0,220280765;0,162037037;0,134408602;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG TOTAL;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;TOTAL;HM3;0,56;0,1;0,22;0,19;0,05;0,41;0,15;0,02;0,03;0,05;0,07;0,08;0,07;0,06;0,07;0,06;0,05;0;0;M3/S;0,007467145;0,012400794;0,018667861;0,027006173;0,029868578;0,002613501;0,022401434;0,026135006;0,023148148;0,018667861;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG TOTAL;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;TOTAL;HM3;2,52;0;0,9;1,48;0,14;2,38;0,14;0;0;0;0,17;0,22;0,51;0,69;0,6;0,19;0,14;0;0;M3/S;0;0;0;0,06558642;0,08213859;0,019041219;0,257616487;0,224014337;0,073302469;0,052270012;0;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG TOTAL;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;TOTAL;HM3;4,19;0,61;0,9;2,17;0,51;3,07;1,12;0,53;0,03;0,05;0,09;0,24;0,57;0,84;1,05;0,28;0,12;0,22;0,17;M3/S;0,197879331;0,012400794;0,018667861;0,034722222;0,089605735;0,021281362;0,313620072;0,39202509;0,108024691;0,044802867;0,084876543;0,063470729;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG TOTAL;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2021;normalitat;TOTAL;HM3;5,46;0;2;3,36;0,1;5,36;0,1;0;0;0;0,14;0,17;1,69;1,75;1,48;0,13;0,09;0;0,01;M3/S;0;0;0;0,054012346;0,063470729;0,063097372;0,653375149;0,552568698;0,050154321;0,033602151;0;0,003733572;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG TOTAL;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2021;normalitat;TOTAL;HM3;11,34;0,9;3,2;5,4;1,84;8,6;2,74;0,23;0,31;0,36;0,53;0,53;2,14;2,76;2,03;0,61;0,81;0,66;0,37;M3/S;0,085872162;0,128141534;0,134408602;0,204475309;0,197879331;0,079898447;1,03046595;0,757915173;0,235339506;0,302419355;0,25462963;0,138142174;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG TOTAL;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2021;normalitat;TOTAL;HM3;32,87;3,06;10,18;16,52;3,11;26,7;6,17;0,85;0,98;1,23;1,65;2;6,53;7,28;6,55;2,69;1,54;0,93;0,64;M3/S;0,317353644;0,405092593;0,459229391;0,636574074;0,746714456;0,24380227;2,718040621;2,445489845;1,037808642;0,574970131;0,358796296;0,238948626;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG TOTAL;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2021;normalitat;TOTAL;HM3;29,18;3,32;8,92;14,5;2,44;23,42;5,76;0,92;1,07;1,33;1,8;2,18;4,94;6,28;5,79;2,43;1,58;0,62;0,24;M3/S;0,34348865;0,442294974;0,496565114;0,694444444;0,813918757;0,184438471;2,344683393;2,161738351;0,9375;0,589904421;0,239197531;0,089605735;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG TOTAL;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;TOTAL;HM3;4,23;0,87;1,13;1,32;0,91;2,45;1,78;0,23;0,25;0,39;0,34;0,35;0,44;0,5;0,49;0,33;0,33;0,29;0,29;M3/S;0,085872162;0,103339947;0,145609319;0,13117284;0,13067503;0,016427718;0,186678614;0,182945042;0,127314815;0,123207885;0,111882716;0,108273596;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG TOTAL;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;TOTAL;HM3;6,03;1,51;1,54;1,63;1,35;3,17;2,86;0,52;0,47;0,52;0,48;0,53;0,53;0,55;0,55;0,53;0,54;0,32;0,49;M3/S;0,194145759;0,194279101;0,194145759;0,185185185;0,197879331;0,019787933;0,205346476;0,205346476;0,204475309;0,201612903;0,12345679;0,182945042;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG TOTAL;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;TOTAL;HM3;0,58;0,03;0,2;0,22;0,13;0,42;0,16;0;0;0,03;0,08;0,06;0,06;0,07;0,08;0,07;0,08;0,01;0,04;M3/S;0;0;0,011200717;0,030864198;0,022401434;0,002240143;0,026135006;0,029868578;0,027006173;0,029868578;0,003858025;0,014934289;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG TOTAL;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;TOTAL;HM3;2,02;0;0,56;1,42;0,04;1,98;0,04;0;0;0;0;0,3;0,26;0,63;0,5;0,29;0,03;0,01;0;M3/S;0;0;0;0;0,112007168;0,009707288;0,235215054;0,186678614;0,111882716;0,011200717;0,003858025;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG TOTAL;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;TOTAL;HM3;5,15;0,5;0,56;2,71;1,38;3,27;1,88;0,5;0;0;0;0,3;0,26;1,25;1,02;0,44;0,51;0,24;0,63;M3/S;0,186678614;0;0;0;0,112007168;0,009707288;0,466696535;0,380824373;0,169753086;0,190412186;0,092592593;0,235215054;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG TOTAL;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2020;normalitat;TOTAL;HM3;4,36;0;0,82;3,44;0,1;4,26;0,1;0;0;0;0;0,35;0,47;1,56;1,48;0,4;0,09;0,01;0;M3/S;0;0;0;0;0,13067503;0,01754779;0,582437276;0,552568698;0,154320988;0,033602151;0,003858025;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG TOTAL;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2020;normalitat;TOTAL;HM3;9,75;0,32;1,81;6,03;1,59;7,84;1,91;0,04;0;0,28;0,29;0,66;0,86;2,31;2,65;1,07;0,79;0,64;0,16;M3/S;0,014934289;0;0,104540024;0,111882716;0,246415771;0,032108722;0,862455197;0,989396655;0,412808642;0,29495221;0,24691358;0,059737157;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG TOTAL;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2020;normalitat;TOTAL;HM3;25,05;0,97;4,63;16,06;3,39;20,69;4,36;0,37;0,26;0,34;0,45;1,21;2,97;7,15;6,46;2,45;1,4;0,98;1,01;M3/S;0,138142174;0,107473545;0,126941458;0,173611111;0,451762246;0,110887097;2,669504182;2,411887694;0,945216049;0,522700119;0,37808642;0,3770908;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG TOTAL;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2020;normalitat;TOTAL;HM3;27,84;1,6;5,04;17,5;3,7;22,54;5,3;1,42;0,18;0;0,49;1,31;3,24;7,79;7,04;2,67;1,53;1,07;1,1;M3/S;0,530167264;0,074404762;0;0,18904321;0,489097969;0,120967742;2,908452808;2,628434886;1,030092593;0,571236559;0,412808642;0,410692951;NA;NA;NA;POST
E;ONYAR_AFLUENT;AFLUENT ONYAR A L'ESTACIO D'AFORAMENT SOTA EL PONT;TER;485360,7829;4651185,725;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;NA;HM3;6,757590379;1,362532663;2,435297171;1,698298444;1,261462101;4,133595614;2,623994765;0,329490974;0,241468344;0,791573345;0,713885338;1,225145278;0,496266555;0,147635271;1,139890185;0,410772988;0,30995972;0,648449281;0,3030531;M3/S;0,123017837;0,096371466;0,29553963;0,275418726;0,457416845;0,191460862;0,055120696;0,42558624;0,158477233;0,115725702;0,250173334;0,113147065;NA;NA;NA;POST
