E_S;CODI_SAD;NOM;RIU;X_COOR;Y_COOR;MA;NOM_MA;ANY;ESTAT_SEQUERA;RECURS_REGULAT;UNITATS;ANUAL;T1;T2;T3;T4;S1;S2;GEN;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;UNITATS_DIARITZAT;DIARITZAT_GEN;DIARITZAT_FEB;DIARITZAT_MAR;DIARITZAT_ABR;DIARITZAT_MAY;DIARITZAT_JUN;DIARITZAT_JUL;DIARITZAT_AGO;DIARITZAT_SEP;DIARITZAT_OCT;DIARITZAT_NOV;DIARITZAT_DIC;SI_CABAL_DIARI;NITROGEN_TOTAL_SORTIDA;CODI_EDAR;PRE_POST_PASTERAL
E;EDAR_TORROELLA;EDAR TORROELLA DE MONTGRÍ;TER;512741,2;4652615,57;ES100MSPF2000460;El Ter des de Flaçà fins al mar;MITJANA_2010-20;NA;NA;HM3;2,259065548;0,557029861;0,563219082;0,569408303;0,569408303;1,132627385;1,126438164;0,191865841;0,173298179;0,191865841;0,18567662;0,191865841;0,18567662;0,191865841;0,191865841;0,18567662;0,191865841;0,18567662;0,191865841;M3/S;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;0,071634499;6189,220681;8,940617266;DTMN;POST
E;EDAR_TONA;EDAR TONA;GURRI;436941,9228;4634854,472;ES100MSPF2000195;Riu Gurri entre la riera de Tona i la riera de Rimentol, inclosos la riera de Tona, la conca del Mèder i la riera de Rimentol;MITJANA_2010-20;NA;NA;HM3;0,557690532;0,137512734;0,139040653;0,140568572;0,140568572;0,279609225;0,278081306;0,047365497;0,042781739;0,047365497;0,045837578;0,047365497;0,045837578;0,047365497;0,047365497;0,045837578;0,047365497;0,045837578;0,047365497;M3/S;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;0,017684251;1527,919265;55,68055544;DTON;PRE
E;EDAR_VILOBI;EDAR VILOBÍ D'ONYAR;ONYAR;479108,76;4637143,3;ES100MSPF2000330;Capçalera de l'Onyar fins a la confluència de la riera de Gotarra;MITJANA_2010-20;NA;NA;HM3;0,151670447;0,037398192;0,037813728;0,038229263;0,038229263;0,076042991;0,075627456;0,0128816;0,011634993;0,0128816;0,012466064;0,0128816;0,012466064;0,0128816;0,0128816;0,012466064;0,0128816;0,012466064;0,0128816;M3/S;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;0,004809438;415,5354715;20,86614331;DVDO;POST
E;EDAR_TORELLO;EDAR VALL DEL GES-TORELLÓ;TER;438481,7785;4654874,358;ES100MSPF2000090;El Ter entre la riera de Vallfogona fins el Ges;MITJANA_2010-20;NA;NA;HM3;1,845392214;0,455028217;0,460084086;0,465139955;0,465139955;0,925224042;0,920168173;0,156731941;0,141564334;0,156731941;0,151676072;0,156731941;0,151676072;0,156731941;0,156731941;0,151676072;0,156731941;0,151676072;0,156731941;M3/S;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;0,058517003;5055,86908;13,08739238;DVGE;PRE
E;EDAR_VIC;EDAR VIC;GURRI;439728,8786;4645202,231;ES100MSPF2000195;Riu Gurri entre la riera de Tona i la riera de Rimentol, inclosos la riera de Tona, la conca del Mèder i la riera de Rimentol;MITJANA_2010-20;NA;NA;HM3;8,027421377;1,979364175;2,00135711;2,023350046;2,023350046;4,024707156;4,002714221;0,681780994;0,615802188;0,681780994;0,659788058;0,681780994;0,659788058;0,681780994;0,681780994;0,659788058;0,681780994;0,659788058;0,681780994;M3/S;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;0,254547862;21992,93528;11,99279365;DVIC;PRE
S;CR_PARDINA;CR PARDINA REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;REG;HM3;1,55;0,26;0,2;0,89;0,2;1,09;0,46;0,19;0,04;0,03;0,02;0,01;0,17;0,36;0,33;0,2;0,08;0,06;0,06;M3/S;0,070937873;0,016534392;0,011200717;0,007716049;0,003733572;0,006347073;0,134408602;0,123207885;0,077160494;0,029868578;0,023148148;0,022401434;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA NO_REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;REG;HM3;0,66;0,02;0;0,64;0;0,64;0,02;0,02;0;0;0;0;0;0,21;0,32;0,11;0;0;0;M3/S;0,007467145;0;0;0;0;0;0,078405018;0,119474313;0,042438272;0;0;0;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES NO_REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;REG;HM3;0,23;0,02;0,01;0,2;0;0,21;0,02;0;0,01;0,01;0;0;0,01;0,07;0,07;0,06;0;0;0;M3/S;0;0,004133598;0,003733572;0;0;0,000373357;0,026135006;0,026135006;0,023148148;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR NO_REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;REG;HM3;1,09;0,1;0,04;0,88;0,07;0,92;0,17;0,01;0,06;0,03;0;0;0,04;0,34;0,3;0,24;0,06;0,01;0;M3/S;0,003733572;0,024801587;0,011200717;0;0;0,001493429;0,126941458;0,112007168;0,092592593;0,022401434;0,003858025;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA NO_REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;NO_REG;HM3;0,16;0,04;0,02;0,03;0,07;0,05;0,11;0;0,02;0,02;0;0;0,02;0;0,01;0,02;0,07;0;0;M3/S;0;0,008267196;0,007467145;0;0;0,000746714;0;0,003733572;0,007716049;0,026135006;0;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;REG;HM3;4,27;0;0,13;4,04;0,1;4,17;0,1;0;0;0;0;0;0,13;1,21;1,75;1,08;0,1;0;0;M3/S;0;0;0;0;0;0,004853644;0,451762246;0,653375149;0,416666667;0,037335723;0;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR NO_REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;NO_REG;HM3;0,24;0;0,06;0,18;0;0,24;0;0;0;0;0;0;0,06;0;0,09;0,09;0;0;0;M3/S;0;0;0;0;0;0,002240143;0;0,033602151;0,034722222;0;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;REG;HM3;2,24;0;0;2,24;0;2,24;0;0;0;0;0;0;0;1,03;0,92;0,29;0;0;0;M3/S;0;0;0;0;0;0;0,384557945;0,34348865;0,111882716;0;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA NO_REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;NO_REG;HM3;0,4;0,01;0,01;0,35;0,03;0,36;0,04;0,01;0;0;0;0;0,01;0,01;0,17;0,17;0,03;0;0;M3/S;0,003733572;0;0;0;0;0,000373357;0,003733572;0,063470729;0,06558642;0,011200717;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;REG;HM3;2,28;0;0;2,28;0;2,28;0;0;0;0;0;0;0;1,02;1;0,26;0;0;0;M3/S;0;0;0;0;0;0;0,380824373;0,373357228;0,100308642;0;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS NO_REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;NO_REG;HM3;0,61;0,04;0,08;0,32;0,17;0,4;0,21;0,03;0,01;0;0;0;0,08;0,01;0,15;0,16;0,07;0,05;0,05;M3/S;0,011200717;0,004133598;0;0;0;0,002986858;0,003733572;0,056003584;0,061728395;0,026135006;0,019290123;0,018667861;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2024;excepcionalitat;REG;HM3;8,08;0;0,77;6,95;0,36;7,72;0,36;0;0;0;0;0;0,77;3,27;2,87;0,81;0,36;0;0;M3/S;0;0;0;0;0;0,028748507;1,220878136;1,071535245;0,3125;0,134408602;0;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT NO_REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2024;excepcionalitat;NO_REG;HM3;3,04;0,78;1,28;0,35;0,63;1,63;1,41;0,36;0,23;0,19;0,41;0,26;0,61;0,08;0,17;0,1;0,06;0,25;0,32;M3/S;0,134408602;0,095072751;0,070937873;0,158179012;0,097072879;0,022774791;0,029868578;0,063470729;0,038580247;0,022401434;0,096450617;0,119474313;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2024;excepcionalitat;REG;HM3;10,38;0;0,92;9,33;0,13;10,25;0,13;0;0;0;0;0;0,92;4,28;3,63;1,42;0,13;0;0;M3/S;0;0;0;0;0;0,034348865;1,597968937;1,355286738;0,547839506;0,04853644;0;0;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS NO_REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2024;excepcionalitat;NO_REG;HM3;1,22;0,06;0,59;0,49;0,08;1,08;0,14;0,02;0,02;0,02;0,07;0,09;0,43;0,1;0,22;0,17;0,02;0,03;0,03;M3/S;0,007467145;0,008267196;0,007467145;0,027006173;0,033602151;0,016054361;0,037335723;0,08213859;0,06558642;0,007467145;0,011574074;0,011200717;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;REG;HM3;2,12;0,54;0,38;0,78;0,42;1,16;0,96;0,2;0,16;0,18;0,1;0,06;0,22;0,3;0,31;0,17;0,14;0,14;0,14;M3/S;0,074671446;0,066137566;0,067204301;0,038580247;0,022401434;0,008213859;0,112007168;0,115740741;0,06558642;0,052270012;0,054012346;0,052270012;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA NO_REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;REG;HM3;2,12;0,8;0,31;0,91;0,1;1,22;0,9;0,42;0,32;0,06;0,09;0,07;0,15;0,4;0,36;0,15;0,04;0,03;0,03;M3/S;0,156810036;0,132275132;0,022401434;0,034722222;0,026135006;0,005600358;0,149342891;0,134408602;0,05787037;0,014934289;0,011574074;0,011200717;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES NO_REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;REG;HM3;0,15;0;0,04;0,11;0;0,15;0;0;0;0;0,01;0,01;0,02;0,04;0,04;0,03;0;0;0;M3/S;0;0;0;0,003858025;0,003733572;0,000746714;0,014934289;0,014934289;0,011574074;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR NO_REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;REG;HM3;1,15;0;0,14;0,98;0,03;1,12;0,03;0;0;0;0;0,02;0,12;0,53;0,25;0,2;0;0;0,03;M3/S;0;0;0;0;0,007467145;0,004480287;0,197879331;0,093339307;0,077160494;0;0;0,011200717;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA NO_REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;NO_REG;HM3;0,23;0;0,11;0,1;0,02;0,21;0,02;0;0;0;0,06;0,01;0,04;0,03;0,02;0,05;0,01;0;0,01;M3/S;0;0;0;0,023148148;0,003733572;0,001493429;0,011200717;0,007467145;0,019290123;0,003733572;0;0,003733572;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;REG;HM3;4,58;0,24;0,76;3,47;0,11;4,23;0,35;0;0,13;0,11;0,02;0,16;0,58;1,39;1,34;0,74;0,07;0,04;0;M3/S;0;0,053736772;0,041069295;0,007716049;0,059737157;0,021654719;0,518966547;0,500298686;0,285493827;0,026135006;0,015432099;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR NO_REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;NO_REG;HM3;0,92;0,1;0,44;0,28;0,1;0,72;0,2;0;0,06;0,04;0,12;0,21;0,11;0,06;0,08;0,14;0,1;0;0;M3/S;0;0,024801587;0,014934289;0,046296296;0,078405018;0,00410693;0,022401434;0,029868578;0,054012346;0,037335723;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2023;excepcionalitat;REG;HM3;2,74;0;0,47;2,27;0;2,74;0;0;0;0;0;0;0,47;1,1;0,92;0,25;0;0;0;M3/S;0;0;0;0;0;0,01754779;0,410692951;0,34348865;0,096450617;0;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA NO_REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2023;excepcionalitat;NO_REG;HM3;0,75;0;0,31;0,38;0,06;0,69;0,06;0;0;0;0;0,02;0,29;0,09;0,1;0,19;0,06;0;0;M3/S;0;0;0;0;0,007467145;0,01082736;0,033602151;0,037335723;0,073302469;0,022401434;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2023;excepcionalitat;REG;HM3;3,51;0;0,42;3,09;0;3,51;0;0;0;0;0;0;0,42;1,52;1,37;0,2;0;0;0;M3/S;0;0;0;0;0;0,015681004;0,567502987;0,511499403;0,077160494;0;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS NO_REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2023;excepcionalitat;NO_REG;HM3;2,39;0,83;0,51;0,52;0,53;1,03;1,36;0,28;0,22;0,33;0,13;0,18;0,2;0,13;0,16;0,23;0,3;0,23;0;M3/S;0,104540024;0,090939153;0,123207885;0,050154321;0,067204301;0,007467145;0,04853644;0,059737157;0,088734568;0,112007168;0,088734568;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2023;excepcionalitat;REG;HM3;8,45;0;2,68;5,51;0,26;8,19;0,26;0;0;0;0,26;0,33;2,09;2,89;2,26;0,36;0,26;0;0;M3/S;0;0;0;0,100308642;0,123207885;0,078031661;1,079002389;0,843787336;0,138888889;0,097072879;0;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT NO_REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2023;excepcionalitat;NO_REG;HM3;5,81;2,22;1,48;1;1,11;2,48;3,33;1;0,62;0,6;0,51;0,38;0,59;0,33;0,31;0,36;0,35;0,52;0,24;M3/S;0,373357228;0,256283069;0,224014337;0,196759259;0,141875747;0,022028076;0,123207885;0,115740741;0,138888889;0,13067503;0,200617284;0,089605735;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2023;excepcionalitat;REG;HM3;9,17;0;2,48;6,56;0,13;9,04;0,13;0;0;0;0,12;0,21;2,15;3,27;2,83;0,46;0,13;0;0;M3/S;0;0;0;0,046296296;0,078405018;0,080271804;1,220878136;1,056600956;0,177469136;0,04853644;0;0;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS NO_REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2023;excepcionalitat;NO_REG;HM3;2,61;0,11;0,98;1,04;0,48;2,02;0,59;0,05;0,03;0,03;0,18;0,22;0,58;0,38;0,39;0,27;0,19;0,27;0,02;M3/S;0,018667861;0,012400794;0,011200717;0,069444444;0,08213859;0,021654719;0,141875747;0,145609319;0,104166667;0,070937873;0,104166667;0,007467145;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;REG;HM3;3,7;0,71;0,97;1,28;0,74;2,25;1,45;0,21;0,27;0,23;0,21;0,32;0,44;0,5;0,44;0,34;0,31;0,23;0,2;M3/S;0,078405018;0,111607143;0,085872162;0,081018519;0,119474313;0,016427718;0,186678614;0,16427718;0,13117284;0,115740741;0,088734568;0,074671446;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA NO_REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;REG;HM3;7,03;1,6;1,91;2,09;1,43;4;3,03;0,48;0,53;0,59;0,58;0,68;0,65;0,63;0,64;0,82;0,53;0,46;0,44;M3/S;0,17921147;0,219080688;0,220280765;0,223765432;0,253882915;0,02426822;0,235215054;0,238948626;0,316358025;0,197879331;0,177469136;0,16427718;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES NO_REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;REG;HM3;0,56;0;0,23;0,25;0,08;0,48;0,08;0;0;0;0,03;0,1;0,1;0,1;0,07;0,08;0,08;0;0;M3/S;0;0;0;0,011574074;0,037335723;0,003733572;0,037335723;0,026135006;0,030864198;0,029868578;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR NO_REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;REG;HM3;2,07;0,03;0,77;1,12;0,15;1,89;0,18;0;0,02;0,01;0,09;0,18;0,5;0,54;0,39;0,19;0,09;0,06;0;M3/S;0;0,008267196;0,003733572;0,034722222;0,067204301;0,018667861;0,201612903;0,145609319;0,073302469;0,033602151;0,023148148;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA NO_REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;NO_REG;HM3;0,33;0;0,13;0,17;0,03;0,3;0,03;0;0;0;0,04;0,07;0,02;0,05;0,11;0,01;0,02;0,01;0;M3/S;0;0;0;0,015432099;0,026135006;0,000746714;0,018667861;0,041069295;0,003858025;0,007467145;0,003858025;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;REG;HM3;6,51;1,4;1,72;3,29;0,1;5,01;1,5;0,38;0,36;0,66;0,25;0,44;1,03;1,47;1,04;0,78;0,05;0;0,05;M3/S;0,141875747;0,148809524;0,246415771;0,096450617;0,16427718;0,038455795;0,548835125;0,388291517;0,300925926;0,018667861;0;0,018667861;NA;NA;NA;POST
S;CR_MONAR;CR MONAR NO_REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;NO_REG;HM3;1,02;0,2;0,33;0,48;0,01;0,81;0,21;0,05;0,04;0,11;0,1;0,19;0,04;0,12;0,3;0,06;0;0;0,01;M3/S;0,018667861;0,016534392;0,041069295;0,038580247;0,070937873;0,001493429;0,044802867;0,112007168;0,023148148;0;0;0,003733572;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2022;prealerta;REG;HM3;4,6;0;1,85;2,75;0;4,6;0;0;0;0;0;0,24;1,61;1,66;0,89;0,2;0;0;0;M3/S;0;0;0;0;0,089605735;0,060110514;0,619772999;0,332287933;0,077160494;0;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA NO_REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2022;prealerta;NO_REG;HM3;0,89;0,02;0,2;0,61;0,06;0,81;0,08;0;0;0,02;0,02;0,15;0,03;0,14;0,47;0;0,02;0,04;0;M3/S;0;0;0,007467145;0,007716049;0,056003584;0,001120072;0,052270012;0,175477897;0;0,007467145;0,015432099;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2022;prealerta;REG;HM3;7,12;0;2,47;4,65;0;7,12;0;0;0;0;0;0,39;2,08;2,17;1,3;1,18;0;0;0;M3/S;0;0;0;0;0,145609319;0,077658303;0,810185185;0,485364397;0,455246914;0;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS NO_REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2022;prealerta;NO_REG;HM3;4,26;1,04;0,91;0,95;1,36;1,86;2,4;0,4;0,26;0,38;0,34;0,53;0,04;0,18;0,76;0,01;0,53;0,59;0,24;M3/S;0,149342891;0,107473545;0,141875747;0,13117284;0,197879331;0,001493429;0,067204301;0,283751493;0,003858025;0,197879331;0,227623457;0,089605735;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2022;prealerta;REG;HM3;19,47;0,05;8,01;11,41;0;19,42;0,05;0;0,05;0;0,48;1,55;5,98;6,17;3,98;1,26;0;0;0;M3/S;0;0,020667989;0;0,185185185;0,578703704;0,223267622;2,303614098;1,485961768;0,486111111;0;0;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT NO_REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2022;prealerta;NO_REG;HM3;7,72;2,23;1,3;1,61;2,58;2,91;4,81;0,75;0,89;0,59;0,41;0,48;0,41;0,56;0,87;0,18;0,68;0,88;1,02;M3/S;0,280017921;0,367890212;0,220280765;0,158179012;0,17921147;0,015307646;0,209080048;0,324820789;0,069444444;0,253882915;0,339506173;0,380824373;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2022;prealerta;REG;HM3;17,09;0,01;6,23;10,85;0;17,08;0,01;0;0,01;0;0,22;1,32;4,69;5,16;4,34;1,35;0;0;0;M3/S;0;0,004133598;0;0,084876543;0,492831541;0,17510454;1,926523297;1,62037037;0,520833333;0;0;0;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS NO_REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2022;prealerta;NO_REG;HM3;3,78;0,47;0,93;1,63;0,75;2,56;1,22;0,14;0,15;0,18;0,18;0,43;0,32;0,46;0,98;0,19;0,36;0,27;0,12;M3/S;0,052270012;0,062003968;0,067204301;0,069444444;0,160543608;0,011947431;0,171744325;0,365890084;0,073302469;0,134408602;0,104166667;0,044802867;NA;NA;NA;POST
